date,code,open,high,low,close,volume,value,trans,adj,exchange,datasource,log_return,symbol_qse,symbol_sax,symbol_vre
2017-04-20,SPY,313.68,313.68,311.23,311.23,170,52934,2,1,AXW,TME,0.0038631216958135,D,D,B
2017-04-21,SPY,312.2,312.2,312.2,312.2,10,3122,1,1,AXW,TME,0.003111819395098,D,C,B
2017-04-24,SPY,313.76,313.76,313.4,313.5,129,40441,12,1,AXW,TME,0.0041553519916436,D,D,B
2017-04-26,SPY,315.01,317.37,315.01,317.37,42,13306,2,1,AXW,TME,0.0122689255938174,E,E,C
2017-05-02,SPY,317.46,317.46,316.72,316.72,217,68756,13,1,AXW,TME,-0.0020501828689176,B,B,C
2017-05-03,SPY,317.57,317.57,317.57,317.57,32,10162,1,1,AXW,TME,0.002680163675339,D,C,C
2017-05-04,SPY,320.79,322.36,320.79,322.36,545,175231,8,1,AXW,TME,0.0149706669830963,E,E,C
2017-05-09,SPY,325.45,325.45,325.45,325.45,9,2929,1,1,AXW,TME,0.0095399065620855,E,E,B
2017-05-11,SPY,326.59,326.59,326.59,326.59,30,9798,1,1,AXW,TME,0.0034967215556425,D,D,B
2017-05-12,SPY,324.7,324.95,323.7,323.7,96,31153,4,1,AXW,TME,-0.0088884006418402,A,A,B
2017-05-15,SPY,323.7,323.7,323.7,323.7,29,9387,2,1,AXW,TME,0.0,C,C,B
2017-05-16,SPY,324.0,324.0,323.9,323.9,55,17819,3,1,AXW,TME,0.0006176652450848,C,C,B
2017-05-18,SPY,318.97,318.98,317.0,317.0,168,53440,5,1,AXW,TME,-0.0215330523000029,A,A,C
2017-05-19,SPY,319.5,319.5,319.5,319.5,50,15975,1,1,AXW,TME,0.0078554999403088,E,D,C
2017-05-22,SPY,320.87,320.87,320.87,320.87,5,1604,1,1,AXW,TME,0.0042787828604111,D,D,C
2017-05-23,SPY,320.0,320.0,320.0,320.0,33,10560,2,1,AXW,TME,-0.0027150608842283,B,B,C
2017-05-24,SPY,321.5,321.5,321.5,321.5,87,27971,1,1,AXW,TME,0.0046765478839018,D,D,C
2017-05-26,SPY,326.2,326.2,326.2,326.2,33,10765,1,1,AXW,TME,0.0145131465092394,E,E,C
2017-05-29,SPY,326.0,326.0,325.0,325.0,62,20200,2,1,AXW,TME,-0.003685507857176,B,B,C
2017-05-30,SPY,325.19,325.19,325.19,325.19,24,7805,1,1,AXW,TME,0.0005844445636145,C,C,C
2017-06-01,SPY,326.31,326.31,326.31,326.31,32,10442,1,1,AXW,TME,0.0034382228805166,D,D,C
2017-06-02,SPY,329.99,329.99,329.99,329.99,12,3960,1,1,AXW,TME,0.0112145011972082,E,E,C
2017-06-05,SPY,329.22,329.22,329.22,329.22,15,4938,1,1,AXW,TME,-0.0023361306721376,B,B,C
2017-06-07,SPY,324.65,324.65,324.65,324.65,15,4870,2,1,AXW,TME,-0.0139785413444434,A,A,D
2017-06-08,SPY,323.16,323.19,323.03,323.03,718,232024,4,1,AXW,TME,-0.0050024807878844,B,B,D
2017-06-09,SPY,324.0,324.0,324.0,324.0,30,9720,1,1,AXW,TME,0.002998317625718,D,C,D
2017-06-13,SPY,323.0,323.0,322.09,322.11,7662,2467899,11,1,AXW,TME,-0.0058504136781754,B,B,C
2017-06-14,SPY,324.53,324.56,324.53,324.56,505,163888,2,1,AXW,TME,0.007577316784038,D,D,C
2017-06-15,SPY,320.0,320.0,320.0,320.0,5,1600,1,1,AXW,TME,-0.0141494231044196,A,A,D
2017-06-16,SPY,321.16,322.0,320.22,320.24,5743,1844703,43,1,AXW,TME,0.0007497188905459,C,C,C
2017-06-20,SPY,322.52,322.63,322.2,322.2,3,967,3,1,AXW,TME,0.0061017560585556,D,D,C
2017-06-21,SPY,322.3,322.3,321.06,321.06,213,68583,5,1,AXW,TME,-0.0035444491916056,B,B,D
2017-06-26,SPY,321.23,321.23,321.23,321.23,98,31481,2,1,AXW,TME,0.0005293559107872,C,C,C
2017-06-27,SPY,320.24,320.24,320.24,320.24,4,1281,1,1,AXW,TME,-0.0030866627777373,B,B,B
2017-06-28,SPY,318.6,318.6,317.75,317.75,445,141580,3,1,AXW,TME,-0.0078058046147547,A,B,C
2017-06-30,SPY,315.0,315.0,314.35,314.35,148,46568,4,1,AXW,TME,-0.0107578952404932,A,A,C
2017-07-04,SPY,316.32,316.32,316.32,316.32,15,4745,1,1,AXW,TME,0.0062473445932365,D,D,C
2017-07-07,SPY,317.81,317.81,317.81,317.81,15,4767,1,1,AXW,TME,0.0046993605162801,D,D,B
2017-07-12,SPY,317.33,317.33,316.5,316.5,781,247311,2,1,AXW,TME,-0.0041304783543559,B,B,B
2017-07-17,SPY,314.01,314.12,314.01,314.12,75,23558,2,1,AXW,TME,-0.007548163077557,A,B,B
2017-07-18,SPY,315.5,315.5,314.0,314.0,144,45335,2,1,AXW,TME,-0.0003820925984205,C,C,B
2017-07-19,SPY,309.97,309.97,309.97,309.97,32,9919,1,1,AXW,TME,-0.012917467305534,A,A,B
2017-07-20,SPY,310.2,310.4,310.2,310.4,20,6205,2,1,AXW,TME,0.0013862697063443,C,C,B
2017-07-24,SPY,311.14,311.14,311.14,311.14,10,3111,1,1,AXW,TME,0.0023811833499118,C,C,B
2017-07-25,SPY,311.39,311.43,311.39,311.42,56,17440,3,1,AXW,TME,0.0008995117543033,C,C,B
2017-07-26,SPY,313.0,313.0,313.0,313.0,14,4382,1,1,AXW,TME,0.0050607071268745,D,D,B
2017-07-27,SPY,309.63,309.63,309.63,309.63,20,6193,1,1,AXW,TME,-0.0108251542942015,A,A,B
2017-07-28,SPY,309.72,309.72,309.72,309.72,15,4646,1,1,AXW,TME,0.0002906272725712,C,C,B
2017-07-31,SPY,309.33,309.36,309.33,309.33,178,55061,4,1,AXW,TME,-0.0012599953205609,B,C,A
2017-08-01,SPY,308.46,309.0,308.46,309.0,301,92960,4,1,AXW,TME,-0.0010673913002164,C,C,A
2017-08-04,SPY,310.07,310.07,310.07,310.07,500,155035,1,1,AXW,TME,0.0034568015426197,D,D,A
2017-08-07,SPY,312.08,312.08,312.06,312.06,92,28711,2,1,AXW,TME,0.0063973985726709,D,D,A
2017-08-10,SPY,313.44,313.44,313.44,313.44,95,29777,1,1,AXW,TME,0.0044124771831944,D,D,A
2017-08-11,SPY,310.83,310.83,310.83,310.83,9,2797,1,1,AXW,TME,-0.0083618152644605,A,A,A
2017-08-14,SPY,309.66,309.66,309.66,309.66,500,154830,1,1,AXW,TME,-0.0037712175430791,B,B,A
2017-08-15,SPY,314.31,314.31,314.31,314.31,32,10058,1,1,AXW,TME,0.0149048386442923,E,E,B
2017-08-16,SPY,315.0,315.0,314.5,314.5,86,27058,4,1,AXW,TME,0.0006043161075119,C,C,B
2017-08-17,SPY,310.82,311.02,310.82,311.02,580,180292,2,1,AXW,TME,-0.0111268573473037,A,A,B
2017-08-18,SPY,308.66,308.66,308.31,308.31,960,296139,4,1,AXW,TME,-0.0087514484881,A,A,B
2017-08-21,SPY,306.76,306.76,306.76,306.76,16,4908,1,1,AXW,TME,-0.0050400874084329,B,B,B
2017-08-22,SPY,306.41,306.45,306.41,306.45,19,5822,2,1,AXW,TME,-0.0010110729649178,C,C,B
2017-08-25,SPY,309.71,309.71,309.71,309.71,116,35926,1,1,AXW,TME,0.0105817658383652,E,E,B
2017-08-30,SPY,307.22,307.22,306.7,306.7,1200,368390,3,1,AXW,TME,-0.0097663046499002,A,A,B
2017-08-31,SPY,311.34,311.79,311.17,311.79,3000,934130,6,1,AXW,TME,0.0164598131482341,E,E,C
2017-09-04,SPY,310.1,310.1,310.1,310.1,2,620,1,1,AXW,TME,-0.0054350581620366,B,B,C
2017-09-06,SPY,307.68,308.04,307.68,307.96,580,178609,3,1,AXW,TME,-0.0069249216965546,A,B,C
2017-09-08,SPY,306.4,306.4,305.0,305.0,54,16525,5,1,AXW,TME,-0.009658127802437,A,A,C
2017-09-11,SPY,307.88,308.0,307.88,308.0,1202,370072,2,1,AXW,TME,0.0097880063661629,E,E,C
2017-09-12,SPY,310.74,311.21,310.74,311.21,83,25829,2,1,AXW,TME,0.010368142490479,E,E,C
2017-09-14,SPY,313.09,313.09,313.0,313.0,1700,532104,3,1,AXW,TME,0.0057352650760997,D,D,C
2017-09-15,SPY,310.89,310.89,310.81,310.87,264,82057,4,1,AXW,TME,-0.0068283721808289,A,B,D
2017-09-18,SPY,314.33,314.33,314.33,314.33,10,3143,1,1,AXW,TME,0.0110685710959252,E,E,D
2017-09-19,SPY,313.56,313.56,313.45,313.45,81,25393,2,1,AXW,TME,-0.002803531735272,B,B,D
2017-09-20,SPY,312.14,312.14,312.14,312.14,5,1561,1,1,AXW,TME,-0.0041880526055699,B,B,D
2017-09-22,SPY,314.05,314.05,314.05,314.05,30,9422,1,1,AXW,TME,0.0061004037859822,D,D,D
2017-09-25,SPY,313.86,313.86,313.44,313.44,75,23523,3,1,AXW,TME,-0.0019442547041592,B,C,C
2017-09-26,SPY,313.98,313.98,313.66,313.83,560,175813,4,1,AXW,TME,0.0012434838275484,C,C,C
2017-09-28,SPY,318.82,319.44,318.82,319.44,1030,328695,3,1,AXW,TME,0.0177180247311868,E,E,C
2017-10-02,SPY,321.3,321.3,321.3,321.3,16,5141,1,1,AXW,TME,0.0058058033668469,D,D,C
2017-10-04,SPY,321.68,321.83,321.68,321.7,1005,323364,3,1,AXW,TME,0.0012441681231678,C,C,C
2017-10-05,SPY,322.2,323.08,322.2,323.08,650,209870,2,1,AXW,TME,0.0042805363291148,D,D,C
2017-10-06,SPY,326.8,328.51,326.8,328.51,760,249343,3,1,AXW,TME,0.016667308287544,E,E,C
2017-10-09,SPY,327.43,327.48,327.0,327.48,3146,1029098,14,1,AXW,TME,-0.0031402943533921,B,B,C
2017-10-11,SPY,326.32,326.32,326.32,326.32,10,3263,1,1,AXW,TME,-0.0035484894989444,B,B,C
2017-10-16,SPY,325.1,325.1,323.67,323.67,19,6154,2,1,AXW,TME,-0.0081540167779445,A,A,C
2017-10-17,SPY,325.4,325.4,325.4,325.4,10,3254,1,1,AXW,TME,0.0053307165535788,D,D,C
2017-10-18,SPY,325.62,325.62,325.62,325.62,28,9117,2,1,AXW,TME,0.0006758625184311,C,C,B
2017-10-19,SPY,326.0,326.0,325.41,325.68,356,115944,7,1,AXW,TME,0.000184246891355,C,C,B
2017-10-20,SPY,324.23,327.0,324.23,327.0,169,55150,3,1,AXW,TME,0.00404486670253,D,D,B
2017-10-23,SPY,328.85,328.85,328.85,328.85,63,20718,1,1,AXW,TME,0.0056415488501066,D,D,B
2017-10-24,SPY,328.25,328.25,327.84,327.84,77,25254,3,1,AXW,TME,-0.0030760352567705,B,B,B
2017-10-25,SPY,329.51,329.51,329.51,329.51,500,164755,1,1,AXW,TME,0.0050810180051074,D,D,B
2017-10-26,SPY,331.62,331.62,331.62,331.62,132,43774,2,1,AXW,TME,0.0063830325775296,D,D,B
2017-10-27,SPY,335.24,335.24,335.24,335.24,10,3352,1,1,AXW,TME,0.0108569581574788,E,E,B
2017-10-31,SPY,334.12,334.12,333.73,333.73,180,60083,2,1,AXW,TME,-0.0045144104054591,B,B,B
2017-11-01,SPY,336.15,336.15,336.15,336.15,59,19833,1,1,AXW,TME,0.0072252060897993,D,D,B
2017-11-02,SPY,333.31,333.31,333.31,333.31,500,166655,1,1,AXW,TME,-0.0084845010511325,A,A,B
2017-11-03,SPY,335.0,335.18,335.0,335.18,1240,415407,2,1,AXW,TME,0.0055947130928142,D,D,B
2017-11-06,SPY,336.73,338.02,336.73,336.98,2085,703387,11,1,AXW,TME,0.0053558804535119,D,D,B
2017-11-07,SPY,336.98,336.98,336.46,336.46,67,22557,3,1,AXW,TME,-0.0015443101192249,B,C,B
2017-11-08,SPY,337.4,337.44,337.4,337.42,160,53987,4,1,AXW,TME,0.0028491738868145,D,C,B
2017-11-09,SPY,338.12,338.6,338.12,338.6,119,40274,2,1,AXW,TME,0.0034910245212061,D,D,A
2017-11-10,SPY,336.53,336.53,336.0,336.48,466,156806,14,1,AXW,TME,-0.0062807577446452,A,B,A
2017-11-15,SPY,337.94,337.94,337.94,337.94,10,3379,1,1,AXW,TME,0.0043296529781139,D,D,A
2017-11-16,SPY,338.53,338.54,338.53,338.54,1700,575506,2,1,AXW,TME,0.0017738888284475,C,C,A
2017-11-17,SPY,341.0,341.0,340.06,340.25,93,31686,3,1,AXW,TME,0.0050383877706241,D,D,A
2017-11-20,SPY,340.68,340.68,340.68,340.68,30,10220,1,1,AXW,TME,0.0012629787413046,C,C,A
2017-11-21,SPY,342.01,342.16,341.8,341.8,205,70131,3,1,AXW,TME,0.0032821504086104,D,D,A
2017-11-23,SPY,341.03,341.04,340.9,341.04,1503,512508,4,1,AXW,TME,-0.0022259982245356,B,B,A
2017-11-24,SPY,341.04,341.04,340.7,340.71,1003,341728,3,1,AXW,TME,-0.0009680968852904,C,C,A
2017-11-28,SPY,342.16,342.16,342.16,342.16,60,20530,1,1,AXW,TME,0.0042467883469887,D,D,A
2017-11-30,SPY,346.03,346.03,346.03,346.03,1,346,1,1,AXW,TME,0.0112470125827042,E,E,A
2017-12-01,SPY,349.42,349.5,349.42,349.5,29,10134,2,1,AXW,TME,0.0099780851725073,E,E,A
2017-12-04,SPY,349.87,350.39,349.87,350.39,234,81917,4,1,AXW,TME,0.0025432581683463,C,C,A
2017-12-05,SPY,348.37,348.37,346.73,346.94,1080,374646,5,1,AXW,TME,-0.0098949655089484,A,A,A
2017-12-06,SPY,345.65,345.65,345.65,345.65,500,172825,1,1,AXW,TME,-0.0037251519419888,B,B,A
2017-12-07,SPY,348.26,349.2,348.26,349.2,2025,706660,3,1,AXW,TME,0.010218121574173,E,E,A
2017-12-11,SPY,354.13,354.13,354.13,354.13,570,201854,2,1,AXW,TME,0.0140192533937108,E,E,A
2017-12-12,SPY,354.8,354.8,354.03,354.03,41,14524,3,1,AXW,TME,-0.0002824220533911,C,C,A
2017-12-13,SPY,352.94,352.94,351.14,351.96,529,185791,3,1,AXW,TME,-0.005864122528407,B,B,A
2017-12-14,SPY,350.28,350.28,348.0,348.24,7090,2472369,12,1,AXW,TME,-0.0106256355333177,A,A,B
2017-12-18,SPY,349.92,350.46,349.92,350.46,1000,350190,2,1,AXW,TME,0.0063546800362307,D,D,B
2017-12-19,SPY,350.0,350.45,350.0,350.45,35,12252,2,1,AXW,TME,-2.8534333939226252e-05,C,C,B
2017-12-20,SPY,349.11,349.92,349.11,349.92,107,37368,5,1,AXW,TME,-0.0015134860178759,B,C,B
2017-12-21,SPY,349.06,349.06,349.06,349.06,7,2443,1,1,AXW,TME,-0.0024607297317671,B,B,B
2017-12-22,SPY,347.99,347.99,347.99,347.99,30,10440,1,1,AXW,TME,-0.0030700834672762,B,B,B
2017-12-27,SPY,346.0,346.0,345.65,345.65,224,77426,3,1,AXW,TME,-0.0067470413381403,A,B,B
2017-12-28,SPY,345.0,345.0,343.63,343.63,3250,1118314,11,1,AXW,TME,-0.0058612052659995,B,B,B
2017-12-29,SPY,343.33,344.0,343.33,344.0,113,38836,5,1,AXW,TME,0.0010761602481239,C,C,B
2018-01-02,SPY,350.84,350.84,341.0,341.0,133,45539,10,1,AXW,TME,-0.0087591800898815,A,A,B
2018-01-03,SPY,344.1,344.6,344.1,344.5,97,33411,3,1,AXW,TME,0.0102116131701964,E,E,C
2018-01-08,SPY,349.0,349.0,348.5,348.5,48,16750,5,1,AXW,TME,0.0115441397468652,E,E,C
2018-01-09,SPY,348.96,349.3,348.8,349.3,78,27221,3,1,AXW,TME,0.0022929216122078,C,C,B
2018-01-10,SPY,350.85,351.48,350.44,350.44,71,24920,4,1,AXW,TME,0.0032583559853767,D,D,C
2018-01-11,SPY,349.84,349.84,349.5,349.5,158,55273,3,1,AXW,TME,-0.002685946124298,B,B,B
2018-01-12,SPY,350.0,350.0,350.0,350.0,44,15400,2,1,AXW,TME,0.0014295928095943,C,C,B
2018-01-15,SPY,351.01,352.63,351.0,351.0,295,103795,5,1,AXW,TME,0.0028530689824064,D,C,B
2018-01-16,SPY,350.85,351.13,350.0,350.89,36,12626,4,1,AXW,TME,-0.0003134394303967,C,C,A
2018-01-17,SPY,349.0,349.0,348.0,348.0,61,21232,2,1,AXW,TME,-0.0082703042609947,A,A,A
2018-01-19,SPY,348.0,348.0,348.0,348.0,28,9744,1,1,AXW,TME,0.0,C,C,A
2018-01-22,SPY,349.99,350.95,349.99,350.95,35,12256,2,1,AXW,TME,0.0084412834019562,E,D,A
2018-01-23,SPY,353.25,353.25,353.25,353.25,14,4946,1,1,AXW,TME,0.0065322583882064,D,D,A
2018-01-24,SPY,353.72,353.72,353.72,353.72,85,30066,2,1,AXW,TME,0.0013296181428976,C,C,A
2018-01-25,SPY,351.6,351.6,351.6,351.6,2,703,1,1,AXW,TME,-0.0060114738965124,B,B,A
2018-01-30,SPY,352.0,352.0,351.6,351.6,37,13023,2,1,AXW,TME,0.0,C,C,A
2018-01-31,SPY,349.46,350.8,348.65,350.8,1472,514105,8,1,AXW,TME,-0.0022779053129939,B,B,A
2018-02-01,SPY,351.0,352.14,351.0,352.14,43,15094,2,1,AXW,TME,0.00381256330027,D,D,A
2018-02-02,SPY,351.0,351.0,351.0,351.0,26,9126,1,1,AXW,TME,-0.0032426003324323,B,B,A
2018-02-05,SPY,348.05,348.05,345.66,345.77,707,244764,6,1,AXW,TME,-0.015012409330052,A,A,B
2018-02-06,SPY,342.0,342.0,322.5,322.5,2147,708106,30,1,AXW,TME,-0.0696706778999866,A,A,E
2018-02-07,SPY,339.12,340.72,339.12,340.03,905,308039,11,1,AXW,TME,0.0529307127759929,E,E,E
2018-02-09,SPY,334.21,334.99,333.3,333.33,320,106835,8,1,AXW,TME,-0.0199008587477931,A,A,E
2018-02-12,SPY,336.0,336.03,336.0,336.03,255,85682,2,1,AXW,TME,0.0080674514277308,E,D,E
2018-02-13,SPY,337.0,337.03,337.0,337.0,165,55608,4,1,AXW,TME,0.002882488660604,D,C,E
2018-02-14,SPY,338.25,338.25,338.0,338.03,70,23675,4,1,AXW,TME,0.0030517185884019,D,C,E
2018-02-15,SPY,340.3,340.3,340.3,340.3,10,3403,1,1,AXW,TME,0.0066929325660962,D,D,E
2018-02-16,SPY,343.0,343.0,343.0,343.0,4,1372,1,1,AXW,TME,0.0079028656590799,E,D,E
2018-02-19,SPY,346.02,346.02,345.27,345.27,153,52935,2,1,AXW,TME,0.0065962724825693,D,D,E
2018-02-20,SPY,345.01,345.01,345.0,345.0,306,105573,2,1,AXW,TME,-0.0007823026171495,C,C,E
2018-02-22,SPY,344.7,344.7,344.7,344.7,101,34815,1,1,AXW,TME,-0.0008699435085401,C,C,E
2018-02-23,SPY,346.77,347.57,346.77,347.57,433,150186,2,1,AXW,TME,0.0082916100448672,E,D,E
2018-02-26,SPY,350.34,350.34,350.34,350.34,10,3503,1,1,AXW,TME,0.0079380279558141,E,D,E
2018-02-27,SPY,354.5,354.5,354.47,354.47,185,65582,2,1,AXW,TME,0.0117196046335468,E,E,E
2018-02-28,SPY,352.9,352.9,352.85,352.85,299,105503,5,1,AXW,TME,-0.0045806787102085,B,B,E
2018-03-01,SPY,351.94,351.97,350.4,350.4,316,110765,3,1,AXW,TME,-0.006967678384603,A,B,E
2018-03-02,SPY,346.8,346.8,341.17,341.17,403,138304,8,1,AXW,TME,-0.0266944722810307,A,A,E
2018-03-05,SPY,345.84,345.84,345.84,345.84,28,9684,1,1,AXW,TME,0.0135953535781706,E,E,E
2018-03-06,SPY,349.76,349.96,349.76,349.96,174,60887,2,1,AXW,TME,0.0118426218786874,E,E,E
2018-03-07,SPY,346.0,346.01,345.8,345.8,214,74034,3,1,AXW,TME,-0.0119582889888736,A,A,E
2018-03-08,SPY,347.79,347.79,347.79,347.79,50,17390,1,1,AXW,TME,0.0057382761012295,D,D,E
2018-03-09,SPY,352.0,352.5,352.0,352.5,14,4934,2,1,AXW,TME,0.0134517729019034,E,E,D
2018-03-12,SPY,355.01,355.65,355.01,355.65,84,29845,4,1,AXW,TME,0.0088964789272008,E,D,D
2018-03-13,SPY,354.67,354.67,354.67,354.67,60,21280,1,1,AXW,TME,-0.002759321493969,B,B,D
2018-03-15,SPY,348.5,350.05,348.49,350.05,1177,410341,5,1,AXW,TME,-0.0131117782623484,A,A,D
2018-03-19,SPY,354.73,355.98,354.73,355.81,344,122295,4,1,AXW,TME,0.0163208790909179,E,E,D
2018-03-20,SPY,351.95,351.95,351.92,351.92,177,62291,2,1,AXW,TME,-0.01099300347366,A,A,D
2018-03-22,SPY,349.39,349.39,349.39,349.39,88,30746,1,1,AXW,TME,-0.0072151002423548,A,B,D
2018-03-23,SPY,340.71,340.71,339.33,340.3,175,59499,6,1,AXW,TME,-0.0263611952912495,A,A,E
2018-03-26,SPY,336.24,337.05,336.24,337.05,158,53183,3,1,AXW,TME,-0.0095962942074121,A,A,E
2018-03-28,SPY,339.27,339.61,339.27,339.61,12,4073,2,1,AXW,TME,0.0075666131117457,D,D,E
2018-03-29,SPY,339.61,339.61,339.61,339.61,16,5434,2,1,AXW,TME,0.0,C,C,E
2018-04-03,SPY,337.32,337.32,336.0,336.0,89,29988,6,1,AXW,TME,-0.0106867404479894,A,A,E
2018-04-04,SPY,338.49,338.59,338.47,338.59,114,38586,3,1,AXW,TME,0.0076787759270007,D,D,E
2018-04-05,SPY,342.31,345.03,342.31,345.03,338,116145,5,1,AXW,TME,0.0188414338823944,E,E,E
2018-04-09,SPY,340.0,340.0,340.0,340.0,10,3400,1,1,AXW,TME,-0.0146857521623926,A,A,E
2018-04-10,SPY,340.04,340.04,340.01,340.01,12,4080,2,1,AXW,TME,2.9411332188473577e-05,C,C,E
2018-04-11,SPY,340.62,340.62,340.62,340.62,37,12603,1,1,AXW,TME,0.0017924574682943,C,C,E
2018-04-12,SPY,340.6,340.6,340.6,340.6,146,49728,1,1,AXW,TME,-5.8718182101909326e-05,C,C,E
2018-04-13,SPY,341.75,341.75,341.75,341.75,136,46478,1,1,AXW,TME,0.0033707073754708,D,D,D
2018-04-16,SPY,342.77,342.77,342.77,342.77,146,50044,1,1,AXW,TME,0.0029801927041767,D,C,D
2018-04-17,SPY,344.72,344.72,344.72,344.72,30,10342,1,1,AXW,TME,0.0056728249993469,D,D,D
2018-04-18,SPY,348.78,348.78,348.78,348.78,18,6278,2,1,AXW,TME,0.0117088576337314,E,E,D
2018-04-19,SPY,347.96,347.96,347.19,347.19,30,10437,2,1,AXW,TME,-0.0045691704132181,B,B,D
2018-04-23,SPY,348.75,348.75,348.75,348.75,6,2093,1,1,AXW,TME,0.0044831526074793,D,D,D
2018-04-24,SPY,351.93,351.93,351.93,351.93,10,3519,1,1,AXW,TME,0.0090769590501633,E,E,D
2018-04-27,SPY,353.23,353.36,353.23,353.36,158,55829,3,1,AXW,TME,0.0040550751025324,D,D,D
2018-04-30,SPY,352.27,353.89,352.27,353.89,159,56074,3,1,AXW,TME,0.0014987630942698,C,C,D
2018-05-01,SPY,352.18,352.18,352.18,352.18,25,8805,2,1,AXW,TME,-0.0048437218499088,B,B,C
2018-05-03,SPY,351.87,351.87,350.38,350.38,83,29099,4,1,AXW,TME,-0.005124128724956,B,B,C
2018-05-04,SPY,348.89,348.89,348.88,348.88,128,44657,2,1,AXW,TME,-0.0042902562731649,B,B,C
2018-05-07,SPY,354.49,354.49,354.49,354.49,3,1063,1,1,AXW,TME,0.0159521132950862,E,E,C
2018-05-08,SPY,355.0,355.0,355.0,355.0,35,12425,2,1,AXW,TME,0.0014376526458185,C,C,C
2018-05-09,SPY,359.2,359.2,359.2,359.2,3,1078,1,1,AXW,TME,0.0117615469526288,E,E,C
2018-05-10,SPY,361.5,361.65,361.5,361.53,35,12655,4,1,AXW,TME,0.0064656892793656,D,D,B
2018-05-14,SPY,362.33,362.5,362.33,362.5,34,12323,2,1,AXW,TME,0.0026794485873193,D,C,A
2018-05-15,SPY,362.56,362.56,362.4,362.4,5,1812,2,1,AXW,TME,-0.0002759001259052,C,C,A
2018-05-17,SPY,362.4,362.4,361.0,361.0,8,2891,2,1,AXW,TME,-0.0038706158359433,B,B,A
2018-05-18,SPY,363.65,363.65,363.65,363.65,2,727,1,1,AXW,TME,0.0073139082676686,D,D,A
2018-05-21,SPY,362.8,362.8,362.8,362.8,50,18140,1,1,AXW,TME,-0.002340148359568,B,B,A
2018-05-22,SPY,361.35,361.35,361.35,361.35,75,27101,1,1,AXW,TME,-0.0040047005119914,B,B,B
2018-05-23,SPY,360.6,361.83,360.0,361.83,54,19447,4,1,AXW,TME,0.001327470534271,C,C,B
2018-05-25,SPY,361.18,361.82,361.18,361.82,52,18797,2,1,AXW,TME,-2.763767014618568e-05,C,C,A
2018-05-28,SPY,361.82,361.82,360.93,360.93,20,7231,2,1,AXW,TME,-0.0024628168795721,B,B,A
2018-05-30,SPY,359.73,359.73,359.73,359.73,2,719,1,1,AXW,TME,-0.0033302836540912,B,B,A
2018-05-31,SPY,360.2,360.2,360.2,360.2,200,72040,1,1,AXW,TME,0.0013056826824041,C,C,A
2018-06-01,SPY,359.47,359.47,359.47,359.47,14,5033,1,1,AXW,TME,-0.002028708297884,B,B,A
2018-06-04,SPY,361.42,361.42,359.47,359.47,255,91857,5,1,AXW,TME,0.0,C,C,A
2018-06-05,SPY,359.47,360.0,359.47,360.0,404,145438,3,1,AXW,TME,0.0014733070061841,C,C,A
2018-06-07,SPY,361.94,363.19,361.94,362.75,58,21047,3,1,AXW,TME,0.0076098603141416,D,D,A
2018-06-13,SPY,369.61,369.61,369.61,369.61,2,739,1,1,AXW,TME,0.0187345039142737,E,E,B
2018-06-14,SPY,367.62,367.62,367.4,367.4,412,151457,3,1,AXW,TME,-0.0059972228975457,B,B,A
2018-06-18,SPY,372.14,372.14,372.14,372.14,3,1116,1,1,AXW,TME,0.0128189547784701,E,E,B
2018-06-20,SPY,372.14,372.14,372.14,372.14,60,22328,1,1,AXW,TME,0.0,C,C,A
2018-06-21,SPY,374.54,374.54,374.54,374.54,12,4494,1,1,AXW,TME,0.006428478772867,D,D,A
2018-06-22,SPY,372.73,372.73,371.95,371.95,16,5956,3,1,AXW,TME,-0.006939169695012,A,B,B
2018-06-25,SPY,369.02,369.02,368.95,368.95,167,61624,2,1,AXW,TME,-0.0080983031329746,A,A,B
2018-06-26,SPY,366.84,366.84,366.0,366.0,291,106603,5,1,AXW,TME,-0.0080278001030093,A,A,B
2018-06-27,SPY,367.71,368.0,367.71,368.0,433,159337,2,1,AXW,TME,0.0054496047675646,D,D,B
2018-06-28,SPY,368.38,368.38,368.38,368.38,3,1105,1,1,AXW,TME,0.0010320759220259,C,C,B
2018-06-29,SPY,368.95,370.0,368.8,368.8,33,12172,4,1,AXW,TME,0.0011394775914818,C,C,B
2018-07-02,SPY,367.28,367.78,367.28,367.78,182,66882,2,1,AXW,TME,-0.0027695583697317,B,B,B
2018-07-03,SPY,370.18,371.32,370.18,370.5,129,47783,3,1,AXW,TME,0.0073685114234346,D,D,B
2018-07-04,SPY,367.5,367.5,366.65,366.65,209,76651,3,1,AXW,TME,-0.0104457301963331,A,A,C
2018-07-05,SPY,367.2,367.2,367.2,367.2,2,734,1,1,AXW,TME,0.0014989442065269,C,C,B
2018-07-06,SPY,370.0,370.27,370.0,370.27,95,35172,2,1,AXW,TME,0.0083258104983827,E,D,C
2018-07-09,SPY,371.27,371.27,371.1,371.1,441,163661,2,1,AXW,TME,0.0022390988218338,C,C,C
2018-07-10,SPY,372.5,373.55,372.5,372.87,357,133067,6,1,AXW,TME,0.0047582653589779,D,D,C
2018-07-11,SPY,372.42,372.8,372.42,372.8,516,192203,3,1,AXW,TME,-0.0001877506140937,C,C,C
2018-07-12,SPY,375.95,375.95,375.92,375.92,64,24059,2,1,AXW,TME,0.008334271983124,E,D,C
