date,code,open,high,low,close,volume,value,trans,adj,exchange,datasource,log_return
2017-11-03,SPY,335.0,335.18,335.0,335.18,1240,415407,2,1,AXW,TME,0.005594713092814281
2017-11-06,SPY,336.73,338.02,336.73,336.98,2085,703387,11,1,AXW,TME,0.005355880453511916
2017-11-07,SPY,336.98,336.98,336.46,336.46,67,22557,3,1,AXW,TME,-0.0015443101192249339
2017-11-08,SPY,337.4,337.44,337.4,337.42,160,53987,4,1,AXW,TME,0.002849173886814594
2017-11-09,SPY,338.12,338.6,338.12,338.6,119,40274,2,1,AXW,TME,0.0034910245212061565
2017-11-10,SPY,336.53,336.53,336.0,336.48,466,156806,14,1,AXW,TME,-0.006280757744645296
2017-11-15,SPY,337.94,337.94,337.94,337.94,10,3379,1,1,AXW,TME,0.004329652978113973
2017-11-16,SPY,338.53,338.54,338.53,338.54,1700,575506,2,1,AXW,TME,0.0017738888284475774
2017-11-17,SPY,341.0,341.0,340.06,340.25,93,31686,3,1,AXW,TME,0.005038387770624142
2017-11-20,SPY,340.68,340.68,340.68,340.68,30,10220,1,1,AXW,TME,0.0012629787413046955
2017-11-21,SPY,342.01,342.16,341.8,341.8,205,70131,3,1,AXW,TME,0.003282150408610407
2017-11-23,SPY,341.03,341.04,340.9,341.04,1503,512508,4,1,AXW,TME,-0.002225998224535603
2017-11-24,SPY,341.04,341.04,340.7,340.71,1003,341728,3,1,AXW,TME,-0.0009680968852904096
2017-11-28,SPY,342.16,342.16,342.16,342.16,60,20530,1,1,AXW,TME,0.0042467883469887845
2017-11-30,SPY,346.03,346.03,346.03,346.03,1,346,1,1,AXW,TME,0.011247012582704259
2017-12-01,SPY,349.42,349.5,349.42,349.5,29,10134,2,1,AXW,TME,0.00997808517250738
2017-12-04,SPY,349.87,350.39,349.87,350.39,234,81917,4,1,AXW,TME,0.0025432581683463196
2017-12-05,SPY,348.37,348.37,346.73,346.94,1080,374646,5,1,AXW,TME,-0.0098949655089484
2017-12-06,SPY,345.65,345.65,345.65,345.65,500,172825,1,1,AXW,TME,-0.003725151941988897
2017-12-07,SPY,348.26,349.2,348.26,349.2,2025,706660,3,1,AXW,TME,0.010218121574173088
2017-12-11,SPY,354.13,354.13,354.13,354.13,570,201854,2,1,AXW,TME,0.014019253393710842
2017-12-12,SPY,354.8,354.8,354.03,354.03,41,14524,3,1,AXW,TME,-0.00028242205339110583
2017-12-13,SPY,352.94,352.94,351.14,351.96,529,185791,3,1,AXW,TME,-0.005864122528407066
2017-12-14,SPY,350.28,350.28,348.0,348.24,7090,2472369,12,1,AXW,TME,-0.010625635533317749
2017-12-18,SPY,349.92,350.46,349.92,350.46,1000,350190,2,1,AXW,TME,0.006354680036230725
2017-12-19,SPY,350.0,350.45,350.0,350.45,35,12252,2,1,AXW,TME,-2.8534333939226255e-05
2017-12-20,SPY,349.11,349.92,349.11,349.92,107,37368,5,1,AXW,TME,-0.0015134860178759452
2017-12-21,SPY,349.06,349.06,349.06,349.06,7,2443,1,1,AXW,TME,-0.0024607297317671925
2017-12-22,SPY,347.99,347.99,347.99,347.99,30,10440,1,1,AXW,TME,-0.0030700834672762627
2017-12-27,SPY,346.0,346.0,345.65,345.65,224,77426,3,1,AXW,TME,-0.006747041338140325
2017-12-28,SPY,345.0,345.0,343.63,343.63,3250,1118314,11,1,AXW,TME,-0.005861205265999504
2017-12-29,SPY,343.33,344.0,343.33,344.0,113,38836,5,1,AXW,TME,0.0010761602481239145
2018-01-02,SPY,350.84,350.84,341.0,341.0,133,45539,10,1,AXW,TME,-0.008759180089881578
2018-01-03,SPY,344.1,344.6,344.1,344.5,97,33411,3,1,AXW,TME,0.010211613170196462
2018-01-08,SPY,349.0,349.0,348.5,348.5,48,16750,5,1,AXW,TME,0.01154413974686526
2018-01-09,SPY,348.96,349.3,348.8,349.3,78,27221,3,1,AXW,TME,0.002292921612207844
2018-01-10,SPY,350.85,351.48,350.44,350.44,71,24920,4,1,AXW,TME,0.0032583559853767785
2018-01-11,SPY,349.84,349.84,349.5,349.5,158,55273,3,1,AXW,TME,-0.0026859461242980938
2018-01-12,SPY,350.0,350.0,350.0,350.0,44,15400,2,1,AXW,TME,0.0014295928095943715
2018-01-15,SPY,351.01,352.63,351.0,351.0,295,103795,5,1,AXW,TME,0.0028530689824064807
2018-01-16,SPY,350.85,351.13,350.0,350.89,36,12626,4,1,AXW,TME,-0.00031343943039678786
2018-01-17,SPY,349.0,349.0,348.0,348.0,61,21232,2,1,AXW,TME,-0.008270304260994753
2018-01-19,SPY,348.0,348.0,348.0,348.0,28,9744,1,1,AXW,TME,0.0
2018-01-22,SPY,349.99,350.95,349.99,350.95,35,12256,2,1,AXW,TME,0.008441283401956228
2018-01-23,SPY,353.25,353.25,353.25,353.25,14,4946,1,1,AXW,TME,0.006532258388206462
2018-01-24,SPY,353.72,353.72,353.72,353.72,85,30066,2,1,AXW,TME,0.0013296181428976439
2018-01-25,SPY,351.6,351.6,351.6,351.6,2,703,1,1,AXW,TME,-0.006011473896512423
2018-01-30,SPY,352.0,352.0,351.6,351.6,37,13023,2,1,AXW,TME,0.0
2018-01-31,SPY,349.46,350.8,348.65,350.8,1472,514105,8,1,AXW,TME,-0.002277905312993954
2018-02-01,SPY,351.0,352.14,351.0,352.14,43,15094,2,1,AXW,TME,0.0038125633002700303
2018-02-02,SPY,351.0,351.0,351.0,351.0,26,9126,1,1,AXW,TME,-0.003242600332432325
2018-02-05,SPY,348.05,348.05,345.66,345.77,707,244764,6,1,AXW,TME,-0.015012409330052011
2018-02-06,SPY,342.0,342.0,322.5,322.5,2147,708106,30,1,AXW,TME,-0.06967067789998667
2018-02-07,SPY,339.12,340.72,339.12,340.03,905,308039,11,1,AXW,TME,0.05293071277599293
2018-02-09,SPY,334.21,334.99,333.3,333.33,320,106835,8,1,AXW,TME,-0.019900858747793116
2018-02-12,SPY,336.0,336.03,336.0,336.03,255,85682,2,1,AXW,TME,0.008067451427730825
2018-02-13,SPY,337.0,337.03,337.0,337.0,165,55608,4,1,AXW,TME,0.0028824886606040193
2018-02-14,SPY,338.25,338.25,338.0,338.03,70,23675,4,1,AXW,TME,0.0030517185884019276
2018-02-15,SPY,340.3,340.3,340.3,340.3,10,3403,1,1,AXW,TME,0.00669293256609629
2018-02-16,SPY,343.0,343.0,343.0,343.0,4,1372,1,1,AXW,TME,0.007902865659079916
2018-02-19,SPY,346.02,346.02,345.27,345.27,153,52935,2,1,AXW,TME,0.006596272482569324
2018-02-20,SPY,345.01,345.01,345.0,345.0,306,105573,2,1,AXW,TME,-0.0007823026171495641
2018-02-22,SPY,344.7,344.7,344.7,344.7,101,34815,1,1,AXW,TME,-0.0008699435085401075
2018-02-23,SPY,346.77,347.57,346.77,347.57,433,150186,2,1,AXW,TME,0.008291610044867271
2018-02-26,SPY,350.34,350.34,350.34,350.34,10,3503,1,1,AXW,TME,0.007938027955814147
2018-02-27,SPY,354.5,354.5,354.47,354.47,185,65582,2,1,AXW,TME,0.011719604633546809
2018-02-28,SPY,352.9,352.9,352.85,352.85,299,105503,5,1,AXW,TME,-0.004580678710208594
2018-03-01,SPY,351.94,351.97,350.4,350.4,316,110765,3,1,AXW,TME,-0.006967678384603006
2018-03-02,SPY,346.8,346.8,341.17,341.17,403,138304,8,1,AXW,TME,-0.026694472281030755
2018-03-05,SPY,345.84,345.84,345.84,345.84,28,9684,1,1,AXW,TME,0.013595353578170603
2018-03-06,SPY,349.76,349.96,349.76,349.96,174,60887,2,1,AXW,TME,0.011842621878687459
2018-03-07,SPY,346.0,346.01,345.8,345.8,214,74034,3,1,AXW,TME,-0.011958288988873623
2018-03-08,SPY,347.79,347.79,347.79,347.79,50,17390,1,1,AXW,TME,0.005738276101229595
2018-03-09,SPY,352.0,352.5,352.0,352.5,14,4934,2,1,AXW,TME,0.013451772901903478
2018-03-12,SPY,355.01,355.65,355.01,355.65,84,29845,4,1,AXW,TME,0.008896478927200814
2018-03-13,SPY,354.67,354.67,354.67,354.67,60,21280,1,1,AXW,TME,-0.002759321493969089
2018-03-15,SPY,348.5,350.05,348.49,350.05,1177,410341,5,1,AXW,TME,-0.013111778262348479
2018-03-19,SPY,354.73,355.98,354.73,355.81,344,122295,4,1,AXW,TME,0.01632087909091794
2018-03-20,SPY,351.95,351.95,351.92,351.92,177,62291,2,1,AXW,TME,-0.010993003473660083
2018-03-22,SPY,349.39,349.39,349.39,349.39,88,30746,1,1,AXW,TME,-0.007215100242354812
2018-03-23,SPY,340.71,340.71,339.33,340.3,175,59499,6,1,AXW,TME,-0.026361195291249546
2018-03-26,SPY,336.24,337.05,336.24,337.05,158,53183,3,1,AXW,TME,-0.009596294207412134
2018-03-28,SPY,339.27,339.61,339.27,339.61,12,4073,2,1,AXW,TME,0.007566613111745782
2018-03-29,SPY,339.61,339.61,339.61,339.61,16,5434,2,1,AXW,TME,0.0
2018-04-03,SPY,337.32,337.32,336.0,336.0,89,29988,6,1,AXW,TME,-0.010686740447989446
2018-04-04,SPY,338.49,338.59,338.47,338.59,114,38586,3,1,AXW,TME,0.007678775927000778
2018-04-05,SPY,342.31,345.03,342.31,345.03,338,116145,5,1,AXW,TME,0.01884143388239449
2018-04-09,SPY,340.0,340.0,340.0,340.0,10,3400,1,1,AXW,TME,-0.014685752162392603
2018-04-10,SPY,340.04,340.04,340.01,340.01,12,4080,2,1,AXW,TME,2.9411332188473577e-05
2018-04-11,SPY,340.62,340.62,340.62,340.62,37,12603,1,1,AXW,TME,0.0017924574682943268
2018-04-12,SPY,340.6,340.6,340.6,340.6,146,49728,1,1,AXW,TME,-5.8718182101909326e-05
2018-04-13,SPY,341.75,341.75,341.75,341.75,136,46478,1,1,AXW,TME,0.003370707375470899
2018-04-16,SPY,342.77,342.77,342.77,342.77,146,50044,1,1,AXW,TME,0.002980192704176719
2018-04-17,SPY,344.72,344.72,344.72,344.72,30,10342,1,1,AXW,TME,0.005672824999346973
2018-04-18,SPY,348.78,348.78,348.78,348.78,18,6278,2,1,AXW,TME,0.011708857633731437
2018-04-19,SPY,347.96,347.96,347.19,347.19,30,10437,2,1,AXW,TME,-0.004569170413218103
2018-04-23,SPY,348.75,348.75,348.75,348.75,6,2093,1,1,AXW,TME,0.004483152607479392
2018-04-24,SPY,351.93,351.93,351.93,351.93,10,3519,1,1,AXW,TME,0.00907695905016333
2018-04-27,SPY,353.23,353.36,353.23,353.36,158,55829,3,1,AXW,TME,0.004055075102532423
2018-04-30,SPY,352.27,353.89,352.27,353.89,159,56074,3,1,AXW,TME,0.0014987630942698022
2018-05-01,SPY,352.18,352.18,352.18,352.18,25,8805,2,1,AXW,TME,-0.004843721849908816
2018-05-03,SPY,351.87,351.87,350.38,350.38,83,29099,4,1,AXW,TME,-0.00512412872495603
2018-05-04,SPY,348.89,348.89,348.88,348.88,128,44657,2,1,AXW,TME,-0.004290256273164912
2018-05-07,SPY,354.49,354.49,354.49,354.49,3,1063,1,1,AXW,TME,0.0159521132950862
2018-05-08,SPY,355.0,355.0,355.0,355.0,35,12425,2,1,AXW,TME,0.0014376526458185779
2018-05-09,SPY,359.2,359.2,359.2,359.2,3,1078,1,1,AXW,TME,0.011761546952628814
2018-05-10,SPY,361.5,361.65,361.5,361.53,35,12655,4,1,AXW,TME,0.006465689279365693
2018-05-14,SPY,362.33,362.5,362.33,362.5,34,12323,2,1,AXW,TME,0.002679448587319314
2018-05-15,SPY,362.56,362.56,362.4,362.4,5,1812,2,1,AXW,TME,-0.0002759001259052564
2018-05-17,SPY,362.4,362.4,361.0,361.0,8,2891,2,1,AXW,TME,-0.0038706158359433085
2018-05-18,SPY,363.65,363.65,363.65,363.65,2,727,1,1,AXW,TME,0.007313908267668616
2018-05-21,SPY,362.8,362.8,362.8,362.8,50,18140,1,1,AXW,TME,-0.0023401483595680626
2018-05-22,SPY,361.35,361.35,361.35,361.35,75,27101,1,1,AXW,TME,-0.004004700511991495
2018-05-23,SPY,360.6,361.83,360.0,361.83,54,19447,4,1,AXW,TME,0.0013274705342710745
2018-05-25,SPY,361.18,361.82,361.18,361.82,52,18797,2,1,AXW,TME,-2.763767014618568e-05
2018-05-28,SPY,361.82,361.82,360.93,360.93,20,7231,2,1,AXW,TME,-0.0024628168795721916
2018-05-30,SPY,359.73,359.73,359.73,359.73,2,719,1,1,AXW,TME,-0.0033302836540912524
2018-05-31,SPY,360.2,360.2,360.2,360.2,200,72040,1,1,AXW,TME,0.0013056826824041782
2018-06-01,SPY,359.47,359.47,359.47,359.47,14,5033,1,1,AXW,TME,-0.0020287082978840696
2018-06-04,SPY,361.42,361.42,359.47,359.47,255,91857,5,1,AXW,TME,0.0
2018-06-05,SPY,359.47,360.0,359.47,360.0,404,145438,3,1,AXW,TME,0.0014733070061841533
2018-06-07,SPY,361.94,363.19,361.94,362.75,58,21047,3,1,AXW,TME,0.0076098603141416254
2018-06-13,SPY,369.61,369.61,369.61,369.61,2,739,1,1,AXW,TME,0.018734503914273733
2018-06-14,SPY,367.62,367.62,367.4,367.4,412,151457,3,1,AXW,TME,-0.005997222897545738
2018-06-18,SPY,372.14,372.14,372.14,372.14,3,1116,1,1,AXW,TME,0.012818954778470172
2018-06-20,SPY,372.14,372.14,372.14,372.14,60,22328,1,1,AXW,TME,0.0
2018-06-21,SPY,374.54,374.54,374.54,374.54,12,4494,1,1,AXW,TME,0.006428478772867012
2018-06-22,SPY,372.73,372.73,371.95,371.95,16,5956,3,1,AXW,TME,-0.006939169695012067
2018-06-25,SPY,369.02,369.02,368.95,368.95,167,61624,2,1,AXW,TME,-0.008098303132974678
2018-06-26,SPY,366.84,366.84,366.0,366.0,291,106603,5,1,AXW,TME,-0.008027800103009342
2018-06-27,SPY,367.71,368.0,367.71,368.0,433,159337,2,1,AXW,TME,0.005449604767564685
2018-06-28,SPY,368.38,368.38,368.38,368.38,3,1105,1,1,AXW,TME,0.00103207592202599
2018-06-29,SPY,368.95,370.0,368.8,368.8,33,12172,4,1,AXW,TME,0.0011394775914818904
2018-07-02,SPY,367.28,367.78,367.28,367.78,182,66882,2,1,AXW,TME,-0.002769558369731735
2018-07-03,SPY,370.18,371.32,370.18,370.5,129,47783,3,1,AXW,TME,0.007368511423434604
2018-07-04,SPY,367.5,367.5,366.65,366.65,209,76651,3,1,AXW,TME,-0.01044573019633317
2018-07-05,SPY,367.2,367.2,367.2,367.2,2,734,1,1,AXW,TME,0.001498944206526931
2018-07-06,SPY,370.0,370.27,370.0,370.27,95,35172,2,1,AXW,TME,0.008325810498382788
2018-07-09,SPY,371.27,371.27,371.1,371.1,441,163661,2,1,AXW,TME,0.002239098821833831
2018-07-10,SPY,372.5,373.55,372.5,372.87,357,133067,6,1,AXW,TME,0.004758265358977962
2018-07-11,SPY,372.42,372.8,372.42,372.8,516,192203,3,1,AXW,TME,-0.000187750614093703
2018-07-12,SPY,375.95,375.95,375.92,375.92,64,24059,2,1,AXW,TME,0.008334271983124095
2018-07-13,SPY,377.23,377.3,377.23,377.25,695,262218,3,1,AXW,TME,0.0035317428533979353
2018-07-16,SPY,377.23,377.23,376.76,376.76,13,4899,2,1,AXW,TME,-0.001299717693341908
2018-07-17,SPY,377.31,377.31,376.54,376.54,39,14706,2,1,AXW,TME,-0.000584096658050574
2018-07-19,SPY,379.53,380.14,378.12,378.12,129,48877,4,1,AXW,TME,0.00418732226061781
2018-07-20,SPY,380.31,380.31,380.31,380.31,13,4944,1,1,AXW,TME,0.005775104061561459
2018-07-23,SPY,377.33,377.33,375.59,375.59,27,10186,3,1,AXW,TME,-0.012488586707221624
2018-07-24,SPY,381.16,381.49,380.71,381.49,280,106758,4,1,AXW,TME,0.015586515149649104
2018-07-26,SPY,380.3,380.3,380.3,380.3,78,29663,1,1,AXW,TME,-0.003124223126958561
2018-07-27,SPY,384.2,384.7,384.2,384.7,35,13453,2,1,AXW,TME,0.011503394824035446
2018-07-30,SPY,380.67,380.67,380.67,380.67,85,32357,4,1,AXW,TME,-0.010530951681316531
2018-08-01,SPY,379.93,379.93,378.9,379.55,132,50039,5,1,AXW,TME,-0.002946517614155721
2018-08-03,SPY,383.41,383.59,383.31,383.31,764,292942,8,1,AXW,TME,0.009857720808564249
2018-08-07,SPY,385.28,385.4,385.28,385.36,202,77842,4,1,AXW,TME,0.0053339010506238205
2018-08-08,SPY,384.88,384.91,384.88,384.91,42,16165,2,1,AXW,TME,-0.0011684215955322806
2018-08-09,SPY,384.0,384.5,384.0,384.5,39,14983,2,1,AXW,TME,-0.0010657517807344738
2018-08-13,SPY,388.09,388.09,387.71,387.71,49,19004,2,1,AXW,TME,0.008313848537572475
2018-08-14,SPY,388.6,389.6,388.6,389.6,28,10886,3,1,AXW,TME,0.004862934285109063
2018-08-16,SPY,390.1,390.37,389.5,390.37,56,21842,5,1,AXW,TME,0.001974435555590772
2018-08-17,SPY,391.45,391.45,391.45,391.45,100,39145,1,1,AXW,TME,0.0027627860299524833
2018-08-20,SPY,391.09,391.09,390.74,390.74,150,58637,3,1,AXW,TME,-0.0018154161904337816
2018-08-22,SPY,387.69,387.76,387.69,387.76,103,39939,2,1,AXW,TME,-0.0076557856263689055
2018-08-23,SPY,393.31,393.31,393.31,393.31,2,787,1,1,AXW,TME,0.014211513460960548
2018-08-24,SPY,393.31,393.31,393.31,393.31,50,19666,3,1,AXW,TME,0.0
2018-08-27,SPY,392.97,392.97,392.97,392.97,16,6288,1,1,AXW,TME,-0.0008648319204137346
2018-08-28,SPY,395.0,396.16,395.0,395.93,265,104741,5,1,AXW,TME,0.007504154874798351
2018-08-29,SPY,395.6,395.6,395.6,395.6,30,11868,1,1,AXW,TME,-0.0008338282039086723
2018-08-30,SPY,400.72,400.72,400.72,400.72,2,801,1,1,AXW,TME,0.012859329300804415
2018-08-31,SPY,400.18,400.18,400.13,400.13,101,40416,3,1,AXW,TME,-0.0014734347424395257
2018-09-03,SPY,405.0,405.5,405.0,405.5,63,25522,3,1,AXW,TME,0.013331379248545805
2018-09-04,SPY,404.9,404.93,404.0,404.0,39,15760,3,1,AXW,TME,-0.003705995594317536
2018-09-05,SPY,404.0,404.0,403.17,404.0,157,63320,7,1,AXW,TME,0.0
2018-09-06,SPY,402.28,403.58,401.71,403.58,31,12501,4,1,AXW,TME,-0.001040144723412012
2018-09-07,SPY,401.42,401.42,400.5,400.53,297,119179,5,1,AXW,TME,-0.007586063167624808
2018-09-10,SPY,404.55,405.8,404.55,405.5,196,79362,5,1,AXW,TME,0.012332203485354493
2018-09-11,SPY,405.99,405.99,404.91,404.91,146,59252,3,1,AXW,TME,-0.0014560533661672989
2018-09-12,SPY,407.14,407.65,406.94,406.94,97,39501,5,1,AXW,TME,0.005000934238456545
2018-09-13,SPY,404.09,404.09,403.23,403.23,137,55255,3,1,AXW,TME,-0.009158635676590202
2018-09-14,SPY,404.5,404.5,404.5,404.5,37,14967,1,1,AXW,TME,0.003144617747379653
2018-09-18,SPY,404.5,404.5,401.6,401.6,59,23724,4,1,AXW,TME,-0.0071951681210268405
2018-09-20,SPY,401.5,401.5,401.0,401.0,50,20071,6,1,AXW,TME,-0.0014951410709503638
2018-09-21,SPY,402.09,403.64,401.55,403.64,1286,516992,6,1,AXW,TME,0.006561964289758891
2018-09-24,SPY,400.71,401.24,400.71,401.24,113,45282,6,1,AXW,TME,-0.005963639581043525
2018-09-25,SPY,401.5,403.05,401.5,403.05,142,57137,4,1,AXW,TME,0.004500871714325522
2018-09-26,SPY,401.53,401.53,400.6,400.6,219,87916,2,1,AXW,TME,-0.006097200497892038
2018-09-27,SPY,399.84,400.58,399.84,400.58,424,169751,4,1,AXW,TME,-4.9926358631496634e-05
2018-09-28,SPY,403.5,403.5,403.0,403.0,18,7261,3,1,AXW,TME,0.006023065073596582
2018-10-01,SPY,405.31,405.31,405.31,405.31,200,81062,1,1,AXW,TME,0.005715644464872221
2018-10-02,SPY,403.19,403.19,403.14,403.14,77,31044,2,1,AXW,TME,-0.005368310251441692
2018-10-03,SPY,406.62,406.83,406.62,406.83,26,10577,2,1,AXW,TME,0.009111511607849997
2018-10-04,SPY,410.39,410.39,410.39,410.39,122,50068,1,1,AXW,TME,0.008712519319994045
2018-10-05,SPY,410.33,410.33,410.0,410.28,124,50848,3,1,AXW,TME,-0.0002680736487474473
2018-10-08,SPY,409.86,409.86,409.0,409.0,13,5320,3,1,AXW,TME,-0.0031246973964083706
2018-10-09,SPY,407.49,407.49,406.41,406.65,601,244631,4,1,AXW,TME,-0.0057622914300176015
2018-10-10,SPY,405.43,405.43,403.6,403.72,105,42497,4,1,AXW,TME,-0.007231296242125323
2018-10-11,SPY,398.0,398.0,388.75,388.75,157,61343,9,1,AXW,TME,-0.03778510487721494
2018-10-12,SPY,386.91,387.3,386.8,387.3,490,189551,5,1,AXW,TME,-0.003736876972737332
2018-10-15,SPY,387.9,388.21,387.5,387.84,36,13967,5,1,AXW,TME,0.0013932969201884097
2018-10-16,SPY,385.21,385.86,385.21,385.86,207,79792,4,1,AXW,TME,-0.005118274066068091
2018-10-17,SPY,393.5,393.5,393.5,393.5,25,9838,2,1,AXW,TME,0.019606458482631057
2018-10-18,SPY,394.23,394.23,392.53,392.53,108,42502,7,1,AXW,TME,-0.0024681004348379326
2018-10-19,SPY,390.56,390.64,390.0,390.64,51,19894,3,1,AXW,TME,-0.004826547669215173
2018-10-22,SPY,387.41,388.0,387.18,387.46,80,30988,6,1,AXW,TME,-0.008173802094604953
2018-10-23,SPY,388.27,388.53,386.52,386.52,95,36863,5,1,AXW,TME,-0.0024290045276921237
2018-10-24,SPY,386.39,386.46,386.39,386.46,516,199388,3,1,AXW,TME,-0.0001552433442534394
2018-10-25,SPY,378.34,378.34,376.75,376.75,308,116411,9,1,AXW,TME,-0.025446532280249505
2018-10-26,SPY,378.61,378.61,377.5,378.0,38,14366,3,1,AXW,TME,0.0033123581129828744
2018-10-29,SPY,377.33,377.33,375.29,375.29,36,13541,4,1,AXW,TME,-0.007195135183992543
2018-10-30,SPY,373.56,374.49,373.53,373.96,515,192486,6,1,AXW,TME,-0.0035502206124803743
2018-10-31,SPY,377.46,378.77,377.46,378.77,253,95671,6,1,AXW,TME,0.01278032088684237
2018-11-01,SPY,382.04,382.46,382.0,382.0,304,116132,5,1,AXW,TME,0.008491447896618083
2018-11-02,SPY,379.1,379.34,378.88,379.0,431,163426,11,1,AXW,TME,-0.00788440352414887
2018-11-05,SPY,378.6,378.6,377.38,377.5,518,195576,4,1,AXW,TME,-0.003965636393346954
2018-11-06,SPY,380.3,380.37,379.5,380.37,63,23950,3,1,AXW,TME,0.007573894518886957
2018-11-07,SPY,380.33,384.19,379.7,380.5,211,80644,13,1,AXW,TME,0.0003417140937741688
2018-11-09,SPY,386.09,387.15,386.09,387.15,17,6567,2,1,AXW,TME,0.017326037530991913
2018-11-13,SPY,381.32,381.32,378.9,379.75,862,327474,12,1,AXW,TME,-0.019299073356850254
2018-11-14,SPY,378.15,378.4,378.0,378.0,402,152063,3,1,AXW,TME,-0.0046189458562945285
2018-11-15,SPY,373.68,373.68,370.0,370.2,192,71475,8,1,AXW,TME,-0.020850795480190597
2018-11-16,SPY,374.0,374.0,374.0,374.0,4,1496,1,1,AXW,TME,0.01021239727513477
2018-11-19,SPY,374.0,374.0,374.0,374.0,120,44880,1,1,AXW,TME,0.0
2018-11-20,SPY,369.54,369.54,369.0,369.4,112,41375,6,1,AXW,TME,-0.012375729649392373
2018-11-21,SPY,369.01,369.01,366.44,366.44,79,29141,4,1,AXW,TME,-0.008045270618131622
2018-11-22,SPY,365.57,365.57,365.0,365.28,116,42376,3,1,AXW,TME,-0.0031706143655225736
2018-11-23,SPY,364.23,364.23,364.23,364.23,10,3642,1,1,AXW,TME,-0.002878646557491642
2018-11-26,SPY,364.23,364.85,364.23,364.85,299,109016,5,1,AXW,TME,0.0017007739876354483
2018-11-27,SPY,369.14,369.14,368.95,368.95,77,28419,2,1,AXW,TME,0.011174823292746551
2018-11-28,SPY,371.42,371.42,371.42,371.42,8,2971,1,1,AXW,TME,0.00667236426053128
2018-11-29,SPY,375.33,375.42,375.33,375.42,22,8257,2,1,AXW,TME,0.010711901473420233
2018-11-30,SPY,374.34,374.34,374.34,374.34,13,4866,1,1,AXW,TME,-0.0028809238875772006
2018-12-03,SPY,379.38,382.0,379.38,381.1,1291,491916,8,1,AXW,TME,0.01789733252906477
2018-12-04,SPY,379.45,379.45,376.8,376.8,21,7942,4,1,AXW,TME,-0.01134726517760662
2018-12-05,SPY,368.22,368.22,368.22,368.22,19,6996,2,1,AXW,TME,-0.023033957073147326
2018-12-07,SPY,371.5,371.5,371.5,371.5,8,2972,1,1,AXW,TME,0.008868278528753073
2018-12-10,SPY,366.06,366.06,365.0,365.0,47,17169,4,1,AXW,TME,-0.017651510575322313
2018-12-11,SPY,367.77,367.77,366.69,366.69,51,18727,2,1,AXW,TME,0.004619450874789544
2018-12-12,SPY,366.0,366.5,366.0,366.5,40,14641,2,1,AXW,TME,-0.0005182831305749212
2018-12-14,SPY,366.04,366.54,366.04,366.54,286,104694,2,1,AXW,TME,0.00010913456302441548
2018-12-17,SPY,362.43,362.43,362.43,362.43,14,5074,1,1,AXW,TME,-0.011276303690148386
2018-12-18,SPY,356.96,357.0,356.96,357.0,55,19634,3,1,AXW,TME,-0.015095570419943097
2018-12-19,SPY,353.5,353.5,353.5,353.5,280,98980,1,1,AXW,TME,-0.009852296443011594
2018-12-20,SPY,352.61,353.25,352.61,353.25,152,53685,3,1,AXW,TME,-0.000707463771990594
2018-12-21,SPY,350.81,350.81,348.74,350.0,294,102759,6,1,AXW,TME,-0.009242867081177419
2018-12-24,SPY,340.64,342.42,340.64,342.42,2132,727045,8,1,AXW,TME,-0.021895100706787605
2018-12-27,SPY,348.0,348.01,348.0,348.01,465,161825,3,1,AXW,TME,0.01619316121712616
2018-12-28,SPY,353.06,354.25,352.58,354.25,30,10608,4,1,AXW,TME,0.017771663576991868
2018-12-31,SPY,353.27,354.2,353.27,353.5,75,26505,4,1,AXW,TME,-0.0021193932341623156
2019-01-02,SPY,355.11,356.57,353.27,353.27,211,74790,4,1,AXW,TME,-0.000650848247998924
2019-01-03,SPY,360.0,360.0,356.0,356.58,127,45485,3,1,AXW,TME,0.009325981517995716
2019-01-04,SPY,349.24,349.24,347.69,347.69,62,21563,2,1,AXW,TME,-0.025247340432051724
2019-01-07,SPY,354.5,356.3,354.5,356.3,306,109017,2,1,AXW,TME,0.024461794437218007
2019-01-08,SPY,356.6,357.07,356.5,357.07,33,11779,3,1,AXW,TME,0.002158768378358123
2019-01-10,SPY,358.31,358.96,357.05,357.05,139,49696,5,1,AXW,TME,-5.6012995029454256e-05
2019-01-11,SPY,358.0,358.0,358.0,358.0,2,716,1,1,AXW,TME,0.002657158405581372
2019-01-15,SPY,358.0,358.25,358.0,358.12,366,131061,4,1,AXW,TME,0.00033513936525493446
2019-01-16,SPY,361.4,361.4,361.4,361.4,5,1807,1,1,AXW,TME,0.009117252392172799
2019-01-17,SPY,363.6,363.6,363.54,363.54,151,54895,3,1,AXW,TME,0.005903954026824625
2019-01-21,SPY,371.84,371.84,371.84,371.84,50,18592,1,1,AXW,TME,0.022574322038538975
2019-01-22,SPY,370.75,371.29,370.42,370.42,33,12248,3,1,AXW,TME,-0.0038261572288359976
2019-01-23,SPY,368.84,368.84,368.3,368.31,149,54895,5,1,AXW,TME,-0.005712522133797404
2019-01-24,SPY,368.28,368.28,368.28,368.28,10,3683,1,1,AXW,TME,-8.145644121325639e-05
2019-01-25,SPY,370.78,370.78,370.78,370.78,3,1112,1,1,AXW,TME,0.006765376384801232
2019-01-29,SPY,368.2,368.2,368.2,368.2,1,368,1,1,AXW,TME,-0.006982626005468697
2019-01-30,SPY,369.7,369.7,367.14,367.14,18,6647,2,1,AXW,TME,-0.0028830220964732884
